,ID,Verb,Embedding,Context,Target,target.LMEDS,MatrixOrComplement,CollapsedProminence,PredType,Answer
11,1,believe,conditional,"A: Some of them did say that, you know, when they were the only one left opposing the verdict, uh, you know, everyone was getting on them so heavily that eventually they just gave in knowing that nothing they could do could stop it from either being the verdict everyone else was trying for or a hung jury because the one vote doesn't mean anything except the ability to not have a verdict. B: Yeah, I understand.","you would hope that if you were in that situation that you'd have the moral fortitude, uh, to hold out if you believed that that was really the proper response.",if you believed that that was really the proper response.,complAll,COMPLEMENT,Non-Factive,1
12,1,believe,conditional,"A: Some of them did say that, you know, when they were the only one left opposing the verdict, uh, you know, everyone was getting on them so heavily that eventually they just gave in knowing that nothing they could do could stop it from either being the verdict everyone else was trying for or a hung jury because the one vote doesn't mean anything except the ability to not have a verdict. B: Yeah, I understand.","you would hope that if you were in that situation that you'd have the moral fortitude, uh, to hold out if you believed that that was really the proper response.",if you believed that that was really the proper response.,complAll,COMPLEMENT,Non-Factive,2
13,3,think,conditional,"B: And, uh, I was ready to get rid of it two months after I bought it, A: Uh-huh. B: uh, so I shopped around,","and if I had thought I, uh, wanted to pay the amount of money, I probably would have gone with, uh, uh, an Accord or even a Civic, or something comparable from Nissan or Toyota.","if I had thought I, uh, wanted to pay the amount of money.",broad,BROAD,Non-Factive,-3
14,3,think,conditional,"B: And, uh, I was ready to get rid of it two months after I bought it, A: Uh-huh. B: uh, so I shopped around,","and if I had thought I, uh, wanted to pay the amount of money, I probably would have gone with, uh, uh, an Accord or even a Civic, or something comparable from Nissan or Toyota.","if I had thought I, uh, wanted to pay the amount of money.",broad,BROAD,Non-Factive,-2
15,3,think,conditional,"B: And, uh, I was ready to get rid of it two months after I bought it, A: Uh-huh. B: uh, so I shopped around,","and if I had thought I, uh, wanted to pay the amount of money, I probably would have gone with, uh, uh, an Accord or even a Civic, or something comparable from Nissan or Toyota.","if I had thought I, uh, wanted to pay the amount of money.",broad,BROAD,Non-Factive,-1
16,3,think,conditional,"B: And, uh, I was ready to get rid of it two months after I bought it, A: Uh-huh. B: uh, so I shopped around,","and if I had thought I, uh, wanted to pay the amount of money, I probably would have gone with, uh, uh, an Accord or even a Civic, or something comparable from Nissan or Toyota.","if I had thought I, uh, wanted to pay the amount of money.",broad,BROAD,Non-Factive,-3
17,3,think,conditional,"B: And, uh, I was ready to get rid of it two months after I bought it, A: Uh-huh. B: uh, so I shopped around,","and if I had thought I, uh, wanted to pay the amount of money, I probably would have gone with, uh, uh, an Accord or even a Civic, or something comparable from Nissan or Toyota.","if I had thought I, uh, wanted to pay the amount of money.",broad,BROAD,Non-Factive,2
18,3,think,conditional,"B: And, uh, I was ready to get rid of it two months after I bought it, A: Uh-huh. B: uh, so I shopped around,","and if I had thought I, uh, wanted to pay the amount of money, I probably would have gone with, uh, uh, an Accord or even a Civic, or something comparable from Nissan or Toyota.","if I had thought I, uh, wanted to pay the amount of money.",broad,BROAD,Non-Factive,-2
19,3,think,conditional,"B: And, uh, I was ready to get rid of it two months after I bought it, A: Uh-huh. B: uh, so I shopped around,","and if I had thought I, uh, wanted to pay the amount of money, I probably would have gone with, uh, uh, an Accord or even a Civic, or something comparable from Nissan or Toyota.","if I had thought I, uh, wanted to pay the amount of money.",broad,BROAD,Non-Factive,-3
20,3,think,conditional,"B: And, uh, I was ready to get rid of it two months after I bought it, A: Uh-huh. B: uh, so I shopped around,","and if I had thought I, uh, wanted to pay the amount of money, I probably would have gone with, uh, uh, an Accord or even a Civic, or something comparable from Nissan or Toyota.","if I had thought I, uh, wanted to pay the amount of money.",broad,BROAD,Non-Factive,0
21,3,think,conditional,"B: And, uh, I was ready to get rid of it two months after I bought it, A: Uh-huh. B: uh, so I shopped around,","and if I had thought I, uh, wanted to pay the amount of money, I probably would have gone with, uh, uh, an Accord or even a Civic, or something comparable from Nissan or Toyota.","if I had thought I, uh, wanted to pay the amount of money.",broad,BROAD,Non-Factive,-3
22,4,know,conditional,"B: So again, it never really penalizes, the company doing the wrong. A: Right. That will, B: They can go right on doing the same old thing they always used to. A: Huh. B:",And if they know some practice is wrong.,if they know some practice is wrong,matrixAll,MATRIX,Factive,3
23,4,know,conditional,"B: So again, it never really penalizes, the company doing the wrong. A: Right. That will, B: They can go right on doing the same old thing they always used to. A: Huh. B:",And if they know some practice is wrong.,if they know some practice is wrong,matrixAll,MATRIX,Factive,3
24,4,know,conditional,"B: So again, it never really penalizes, the company doing the wrong. A: Right. That will, B: They can go right on doing the same old thing they always used to. A: Huh. B:",And if they know some practice is wrong.,if they know some practice is wrong,matrixAll,MATRIX,Factive,0
25,4,know,conditional,"B: So again, it never really penalizes, the company doing the wrong. A: Right. That will, B: They can go right on doing the same old thing they always used to. A: Huh. B:",And if they know some practice is wrong.,if they know some practice is wrong,matrixAll,MATRIX,Factive,0
26,4,know,conditional,"B: So again, it never really penalizes, the company doing the wrong. A: Right. That will, B: They can go right on doing the same old thing they always used to. A: Huh. B:",And if they know some practice is wrong.,if they know some practice is wrong,matrixAll,MATRIX,Factive,2
27,4,know,conditional,"B: So again, it never really penalizes, the company doing the wrong. A: Right. That will, B: They can go right on doing the same old thing they always used to. A: Huh. B:",And if they know some practice is wrong.,if they know some practice is wrong,matrixAll,MATRIX,Factive,2
28,4,know,conditional,"B: So again, it never really penalizes, the company doing the wrong. A: Right. That will, B: They can go right on doing the same old thing they always used to. A: Huh. B:",And if they know some practice is wrong.,if they know some practice is wrong,matrixAll,MATRIX,Factive,2
29,4,know,conditional,"B: So again, it never really penalizes, the company doing the wrong. A: Right. That will, B: They can go right on doing the same old thing they always used to. A: Huh. B:",And if they know some practice is wrong.,if they know some practice is wrong,matrixAll,MATRIX,Factive,1
30,6,foresee,conditional,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were gonna have to use it, like that, that may be good.","if you foresaw that you were gonna have to use it, like that.",broad,BROAD,Non-Factive,1
31,6,foresee,conditional,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were gonna have to use it, like that, that may be good.","if you foresaw that you were gonna have to use it, like that.",broad,BROAD,Non-Factive,1
32,6,foresee,conditional,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were gonna have to use it, like that, that may be good.","if you foresaw that you were gonna have to use it, like that.",broad,BROAD,Non-Factive,-2
33,6,foresee,conditional,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were gonna have to use it, like that, that may be good.","if you foresaw that you were gonna have to use it, like that.",broad,BROAD,Non-Factive,0
34,6,foresee,conditional,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were gonna have to use it, like that, that may be good.","if you foresaw that you were gonna have to use it, like that.",broad,BROAD,Non-Factive,0
35,6,foresee,conditional,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were gonna have to use it, like that, that may be good.","if you foresaw that you were gonna have to use it, like that.",broad,BROAD,Non-Factive,1
36,6,foresee,conditional,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were gonna have to use it, like that, that may be good.","if you foresaw that you were gonna have to use it, like that.",broad,BROAD,Non-Factive,1
37,6,foresee,conditional,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were gonna have to use it, like that, that may be good.","if you foresaw that you were gonna have to use it, like that.",broad,BROAD,Non-Factive,3
38,6,foresee,conditional,"B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it, ","but, I guess if you foresaw that you were gonna have to use it, like that, that may be good.","if you foresaw that you were gonna have to use it, like that.",broad,BROAD,Non-Factive,0
39,7,think,conditional,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake.","If you think the home owner might be armed, right, and awake.",complAll,COMPLEMENT,Non-Factive,1
40,7,think,conditional,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake.","If you think the home owner might be armed, right, and awake.",complAll,COMPLEMENT,Non-Factive,1
41,7,think,conditional,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake.","If you think the home owner might be armed, right, and awake.",complAll,COMPLEMENT,Non-Factive,3
42,7,think,conditional,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake.","If you think the home owner might be armed, right, and awake.",complAll,COMPLEMENT,Non-Factive,0
43,7,think,conditional,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake.","If you think the home owner might be armed, right, and awake.",complAll,COMPLEMENT,Non-Factive,0
44,7,think,conditional,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake.","If you think the home owner might be armed, right, and awake.",complAll,COMPLEMENT,Non-Factive,2
45,7,think,conditional,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake.","If you think the home owner might be armed, right, and awake.",complAll,COMPLEMENT,Non-Factive,0
46,7,think,conditional,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake.","If you think the home owner might be armed, right, and awake.",complAll,COMPLEMENT,Non-Factive,0
47,7,think,conditional,"A: you can't get all of us. B: Uh-huh. A: Uh, and we're beginning to see more and more of that. B:","And that's a deterrent, too. If you think the home owner might be armed, right, and awake.","If you think the home owner might be armed, right, and awake.",complAll,COMPLEMENT,Non-Factive,1
48,8,know,conditional,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's gonna commit the crime knew that they were gonna be punished severely, possibly capital punishment.",if the person who's gonna commit the crime knew that they were gonna be punished severely.,compl,COMPLEMENT,Factive,1
49,8,know,conditional,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's gonna commit the crime knew that they were gonna be punished severely, possibly capital punishment.",if the person who's gonna commit the crime knew that they were gonna be punished severely.,compl,COMPLEMENT,Factive,0
50,8,know,conditional,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's gonna commit the crime knew that they were gonna be punished severely, possibly capital punishment.",if the person who's gonna commit the crime knew that they were gonna be punished severely.,compl,COMPLEMENT,Factive,1
51,8,know,conditional,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's gonna commit the crime knew that they were gonna be punished severely, possibly capital punishment.",if the person who's gonna commit the crime knew that they were gonna be punished severely.,compl,COMPLEMENT,Factive,0
52,8,know,conditional,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's gonna commit the crime knew that they were gonna be punished severely, possibly capital punishment.",if the person who's gonna commit the crime knew that they were gonna be punished severely.,compl,COMPLEMENT,Factive,1
53,8,know,conditional,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's gonna commit the crime knew that they were gonna be punished severely, possibly capital punishment.",if the person who's gonna commit the crime knew that they were gonna be punished severely.,compl,COMPLEMENT,Factive,0
54,8,know,conditional,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's gonna commit the crime knew that they were gonna be punished severely, possibly capital punishment.",if the person who's gonna commit the crime knew that they were gonna be punished severely.,compl,COMPLEMENT,Factive,1
55,8,know,conditional,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's gonna commit the crime knew that they were gonna be punished severely, possibly capital punishment.",if the person who's gonna commit the crime knew that they were gonna be punished severely.,compl,COMPLEMENT,Factive,0
56,8,know,conditional,"B: Yeah, but I'm not sure how successful that is. A: Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many appeals. B: Quicker maybe,  yeah. A: Yeah,","if the person who's gonna commit the crime knew that they were gonna be punished severely, possibly capital punishment.",if the person who's gonna commit the crime knew that they were gonna be punished severely.,compl,COMPLEMENT,Factive,1
57,9,know,conditional,"A: uh, you can do that which is what I choose to do. B: Yeah. One of the frustrating things about that is that you really are limited A: Yeah. B:",even if you know that the threat is there it's against the law to set traps.,even if you know that the threat is there.,matrix,MATRIX,Factive,1
58,9,know,conditional,"A: uh, you can do that which is what I choose to do. B: Yeah. One of the frustrating things about that is that you really are limited A: Yeah. B:",even if you know that the threat is there it's against the law to set traps.,even if you know that the threat is there.,matrix,MATRIX,Factive,3
59,9,know,conditional,"A: uh, you can do that which is what I choose to do. B: Yeah. One of the frustrating things about that is that you really are limited A: Yeah. B:",even if you know that the threat is there it's against the law to set traps.,even if you know that the threat is there.,matrix,MATRIX,Factive,1
60,9,know,conditional,"A: uh, you can do that which is what I choose to do. B: Yeah. One of the frustrating things about that is that you really are limited A: Yeah. B:",even if you know that the threat is there it's against the law to set traps.,even if you know that the threat is there.,matrix,MATRIX,Factive,2
61,9,know,conditional,"A: uh, you can do that which is what I choose to do. B: Yeah. One of the frustrating things about that is that you really are limited A: Yeah. B:",even if you know that the threat is there it's against the law to set traps.,even if you know that the threat is there.,matrix,MATRIX,Factive,1
62,9,know,conditional,"A: uh, you can do that which is what I choose to do. B: Yeah. One of the frustrating things about that is that you really are limited A: Yeah. B:",even if you know that the threat is there it's against the law to set traps.,even if you know that the threat is there.,matrix,MATRIX,Factive,3
63,9,know,conditional,"A: uh, you can do that which is what I choose to do. B: Yeah. One of the frustrating things about that is that you really are limited A: Yeah. B:",even if you know that the threat is there it's against the law to set traps.,even if you know that the threat is there.,matrix,MATRIX,Factive,0
64,9,know,conditional,"A: uh, you can do that which is what I choose to do. B: Yeah. One of the frustrating things about that is that you really are limited A: Yeah. B:",even if you know that the threat is there it's against the law to set traps.,even if you know that the threat is there.,matrix,MATRIX,Factive,0
65,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,3
66,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,2
67,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,3
68,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,1
69,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,0
70,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,2
71,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,0
72,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,0
73,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,3
74,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,1
75,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,3
76,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,2
77,10,know,conditional,"B: Especially if they're found guilty of the crime. A: Uh-huh. B: You know, once they have been arrested","and if they know beyond a shadow of a doubt, these people are guilty.","if they know beyond a shadow of a doubt, these people are guilty.",broad,BROAD,Factive,0
78,11,feel,conditional,"B: Well, yeah, use that or, you know, there's other consequences rather than killing them, you know, you could, always make them the slave of the people they committed the crime against. A: Oh.  Huh-uh. B: You know. A: Yeah. B: At least they might get some benefit in that,","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson, are okay, you know, well, they can free them.","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson.",matrixAll,MATRIX,Non-Factive,0
79,11,feel,conditional,"B: Well, yeah, use that or, you know, there's other consequences rather than killing them, you know, you could, always make them the slave of the people they committed the crime against. A: Oh.  Huh-uh. B: You know. A: Yeah. B: At least they might get some benefit in that,","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson, are okay, you know, well, they can free them.","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson.",matrixAll,MATRIX,Non-Factive,0
80,11,feel,conditional,"B: Well, yeah, use that or, you know, there's other consequences rather than killing them, you know, you could, always make them the slave of the people they committed the crime against. A: Oh.  Huh-uh. B: You know. A: Yeah. B: At least they might get some benefit in that,","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson, are okay, you know, well, they can free them.","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson.",matrixAll,MATRIX,Non-Factive,0
81,11,feel,conditional,"B: Well, yeah, use that or, you know, there's other consequences rather than killing them, you know, you could, always make them the slave of the people they committed the crime against. A: Oh.  Huh-uh. B: You know. A: Yeah. B: At least they might get some benefit in that,","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson, are okay, you know, well, they can free them.","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson.",matrixAll,MATRIX,Non-Factive,0
82,11,feel,conditional,"B: Well, yeah, use that or, you know, there's other consequences rather than killing them, you know, you could, always make them the slave of the people they committed the crime against. A: Oh.  Huh-uh. B: You know. A: Yeah. B: At least they might get some benefit in that,","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson, are okay, you know, well, they can free them.","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson.",matrixAll,MATRIX,Non-Factive,1
83,11,feel,conditional,"B: Well, yeah, use that or, you know, there's other consequences rather than killing them, you know, you could, always make them the slave of the people they committed the crime against. A: Oh.  Huh-uh. B: You know. A: Yeah. B: At least they might get some benefit in that,","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson, are okay, you know, well, they can free them.","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson.",matrixAll,MATRIX,Non-Factive,1
84,11,feel,conditional,"B: Well, yeah, use that or, you know, there's other consequences rather than killing them, you know, you could, always make them the slave of the people they committed the crime against. A: Oh.  Huh-uh. B: You know. A: Yeah. B: At least they might get some benefit in that,","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson, are okay, you know, well, they can free them.","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson.",matrixAll,MATRIX,Non-Factive,0
85,11,feel,conditional,"B: Well, yeah, use that or, you know, there's other consequences rather than killing them, you know, you could, always make them the slave of the people they committed the crime against. A: Oh.  Huh-uh. B: You know. A: Yeah. B: At least they might get some benefit in that,","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson, are okay, you know, well, they can free them.","and if the people they committed a crime against, feel, at some later date, that these people have learned their lesson.",matrixAll,MATRIX,Non-Factive,0
86,12,say,conditional,"B: And other than that I do not think it should be allowable. I think it should be illegal for them to want to do that. it's kind of the big brother syndrome, I mean, I just, anything like that just kind of scares me. A: I tend to view it, even though I don't think I'd work for a company that did that, I sort of want to defend an employer's rights uh, in addition to an individual's rights, but an employer, really, I think, has the right to hire someone on any basis they want to B: Right. A:","and if they say they don't want smokers, I sort of feel like an employer should have the right to decide whether they want to allow that.",and if they say they don't want smokers.,broad,BROAD,Non-Factive,0
87,12,say,conditional,"B: And other than that I do not think it should be allowable. I think it should be illegal for them to want to do that. it's kind of the big brother syndrome, I mean, I just, anything like that just kind of scares me. A: I tend to view it, even though I don't think I'd work for a company that did that, I sort of want to defend an employer's rights uh, in addition to an individual's rights, but an employer, really, I think, has the right to hire someone on any basis they want to B: Right. A:","and if they say they don't want smokers, I sort of feel like an employer should have the right to decide whether they want to allow that.",and if they say they don't want smokers.,broad,BROAD,Non-Factive,2
